Station_Name,Latitude,Longitude,URL,CDD10,solar,Tdb,Twb,HDD18
Lansdowne House AUT,52.2,-87.94,https://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/CAN_Canada/ON_Ontario/CAN_ON_Lansdowne.House.AUT.718460_CWEC2020.zip,754,169,28,21,6679
London AP,43.03,-81.15,https://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/CAN_Canada/ON_Ontario/CAN_ON_London.AP.716230_CWEC2020.zip,1424,185,29,22,3720
Moosonee,51.29,-80.61,https://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/CAN_Canada/ON_Ontario/CAN_ON_Moosonee.713980_CWEC2020.zip,697,170,29,22,6538
Mount Forest AUT,43.98,-80.75,https://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/CAN_Canada/ON_Ontario/CAN_ON_Mount.Forest.AUT.716310_CWEC2020.zip,1071,186,27,22,4335
Muskoka,44.97,-79.3,https://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/CAN_Canada/ON_Ontario/CAN_ON_Muskoka.715320_CWEC2020.zip,1100,194,28,24,4591
Nagagami AUT,49.75,-84.16,https://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/CAN_Canada/ON_Ontario/CAN_ON_Nagagami.AUT.718320_CWEC2020.zip,840,179,29,21,6094
North Bay AP,46.36,-79.42,https://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/CAN_Canada/ON_Ontario/CAN_ON_North.Bay.AP.717310_CWEC2020.zip,994,187,28,23,4923
Ottawa Intl AP,45.32,-75.67,https://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/CAN_Canada/ON_Ontario/CAN_ON_Ottawa.Intl.AP.716280_CWEC2020.zip,1328,207,29,23,4407
Parry Sound CCG,45.34,-80.04,https://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/CAN_Canada/ON_Ontario/CAN_ON_Parry.Sound.CCG.711720_CWEC2020.zip,1159,203,27,22,4287
Peawanuck AUT,54.99,-85.44,https://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/CAN_Canada/ON_Ontario/CAN_ON_Peawanuck.AUT.714340_CWEC2020.zip,430,157,26,20,7861
Peterborough,44.23,-78.36,https://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/CAN_Canada/ON_Ontario/CAN_ON_Peterborough.714360_CWEC2020.zip,1261,198,28,22,4284
Pickle Lake AUT,51.45,-90.22,https://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/CAN_Canada/ON_Ontario/CAN_ON_Pickle.Lake.AUT.718350_CWEC2020.zip,816,169,27,20,6364
Point Pelee CS,41.95,-82.52,https://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/CAN_Canada/ON_Ontario/CAN_ON_Point.Pelee.CS.713030_CWEC2020.zip,1384,212,27,22,3744
Point Petre AUT,43.83,-77.15,https://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/CAN_Canada/ON_Ontario/CAN_ON_Point.Petre.AUT.714300_CWEC2020.zip,1232,219,27,23,3795
Port Weller AUT,43.25,-79.22,https://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/CAN_Canada/ON_Ontario/CAN_ON_Port.Weller.AUT.714320_CWEC2020.zip,1483,222,28,23,3441
Pukaskwa AUT,48.61,-86.29,https://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/CAN_Canada/ON_Ontario/CAN_ON_Pukaskwa.AUT.717500_CWEC2020.zip,626,184,25,19,5346
Sault Ste Marie AP,46.49,-84.51,https://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/CAN_Canada/ON_Ontario/CAN_ON_Sault.Ste.Marie.AP.712600_CWEC2020.zip,936,203,28,21,4738
Sioux Lookout AP,50.11,-91.91,https://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/CAN_Canada/ON_Ontario/CAN_ON_Sioux.Lookout.AP.718420_CWEC2020.zip,938,180,27,21,5803
Sudbury AP,46.63,-80.8,https://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/CAN_Canada/ON_Ontario/CAN_ON_Sudbury.AP.717300_CWEC2020.zip,1002,178,29,22,4990
Thunder Bay AP,48.37,-89.32,https://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/CAN_Canada/ON_Ontario/CAN_ON_Thunder.Bay.AP.716670_CWEC2020.zip,864,188,29,22,5427
Timmins AP,48.57,-81.38,https://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/CAN_Canada/ON_Ontario/CAN_ON_Timmins.AP.717390_CWEC2020.zip,885,186,29,22,5853
Toronto Buttonville AP,43.86,-79.37,https://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/CAN_Canada/ON_Ontario/CAN_ON_Toronto.Buttonville.AP.716390_CWEC2020.zip,1446,206,30,23,3868
Toronto City Centre,43.63,-79.39,https://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/CAN_Canada/ON_Ontario/CAN_ON_Toronto.City.Centre.712650_CWEC2020.zip,1306,206,26,23,3520
Toronto City,43.67,-79.4,https://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/CAN_Canada/ON_Ontario/CAN_ON_Toronto.City.715080_CWEC2020.zip,1564,198,32,24,3396
Toronto Intl AP,43.68,-79.63,https://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/CAN_Canada/ON_Ontario/CAN_ON_Toronto.Intl.AP.716240_CWEC2020.zip,1510,206,30,23,3664
Trenton AP,44.12,-77.53,https://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/CAN_Canada/ON_Ontario/CAN_ON_Trenton.AP.716210_CWEC2020.zip,1350,216,28,23,3850
Upsala AUT,49.03,-90.47,https://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/CAN_Canada/ON_Ontario/CAN_ON_Upsala.AUT.714350_CWEC2020.zip,823,186,27,21,5883
Vineland Station RCS,43.18,-79.4,https://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/CAN_Canada/ON_Ontario/CAN_ON_Vineland.Station.RCS.711710_CWEC2020.zip,1487,200,32,25,3572
Wawa AP,47.97,-84.79,https://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/CAN_Canada/ON_Ontario/CAN_ON_Wawa.AP.717380_CWEC2020.zip,707,195,23,18,5619
Wiarton AP,44.74,-81.11,https://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/CAN_Canada/ON_Ontario/CAN_ON_Wiarton.AP.716330_CWEC2020.zip,1172,220,28,22,4098
Windsor AP,42.28,-82.96,https://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/CAN_Canada/ON_Ontario/CAN_ON_Windsor.AP.715380_CWEC2020.zip,1841,196,31,24,3211
Charlottetown AP,46.29,-63.12,https://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/CAN_Canada/PE_Prince_Edward_Island/CAN_PE_Charlottetown.AP.717060_CWEC2020.zip,957,182,27,21,4407
East Point AUT,46.46,-61.99,https://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/CAN_Canada/PE_Prince_Edward_Island/CAN_PE_East.Point.AUT.714120_CWEC2020.zip,838,179,24,20,4299
Harrington CDA CS,46.34,-63.17,https://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/CAN_Canada/PE_Prince_Edward_Island/CAN_PE_Harrington.CDA.CS.713500_CWEC2020.zip,967,181,26,22,4386
Maple Plains,46.3,-63.58,https://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/CAN_Canada/PE_Prince_Edward_Island/CAN_PE_Maple.Plains.710267_CWEC2020.zip,955,171,27,22,4479
North Cape,47.06,-64,https://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/CAN_Canada/PE_Prince_Edward_Island/CAN_PE_North.Cape.719870_CWEC2020.zip,887,195,26,22,4420
St Peters,46.45,-62.58,https://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/CAN_Canada/PE_Prince_Edward_Island/CAN_PE_St.Peters.713100_CWEC2020.zip,973,171,27,22,4303
Summerside,46.44,-63.84,https://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/CAN_Canada/PE_Prince_Edward_Island/CAN_PE_Summerside.717020_CWEC2020.zip,1009,182,26,21,4396
Amqui,48.47,-67.43,https://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/CAN_Canada/QC_Quebec/CAN_QC_Amqui.713860_CWEC2020.zip,840,190,27,21,5455
Bagotville AP,48.33,-71,https://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/CAN_Canada/QC_Quebec/CAN_QC_Bagotville.AP.717270_CWEC2020.zip,899,168,27,21,5540
Baie Comeau AP,49.13,-68.2,https://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/CAN_Canada/QC_Quebec/CAN_QC_Baie.Comeau.AP.716910_CWEC2020.zip,575,189,24,19,5571
Baie Comeau,49.26,-68.15,https://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/CAN_Canada/QC_Quebec/CAN_QC_Baie.Comeau.718290_CWEC2020.zip,608,180,24,19,5498
Barrage Temiscamingue,46.71,-79.1,https://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/CAN_Canada/QC_Quebec/CAN_QC_Barrage.Temiscamingue.717320_CWEC2020.zip,1038,190,30,24,4967
Beauceville,46.21,-70.78,https://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/CAN_Canada/QC_Quebec/CAN_QC_Beauceville.713230_CWEC2020.zip,1005,182,28,21,4949
Beauport,46.84,-71.2,https://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/CAN_Canada/QC_Quebec/CAN_QC_Beauport.715780_CWEC2020.zip,1141,192,27,24,4652
Bonnard,50.73,-71.01,https://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/CAN_Canada/QC_Quebec/CAN_QC_Bonnard.713830_CWEC2020.zip,552,154,26,19,6729
Cap Despoir,48.42,-64.32,https://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/CAN_Canada/QC_Quebec/CAN_QC_Cap.Despoir.714290_CWEC2020.zip,550,180,20,18,5079
Cap Madeleine,49.25,-65.32,https://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/CAN_Canada/QC_Quebec/CAN_QC_Cap.Madeleine.714250_CWEC2020.zip,604,195,22,18,5034
Cap Rouge,48.37,-70.54,https://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/CAN_Canada/QC_Quebec/CAN_QC_Cap.Rouge.711860_CWEC2020.zip,865,170,27,20,5162
Cap Tourmente,47.08,-70.78,https://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/CAN_Canada/QC_Quebec/CAN_QC_Cap.Tourmente.713840_CWEC2020.zip,983,198,30,26,4597
Cape Whittle,50.16,-60.06,https://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/CAN_Canada/QC_Quebec/CAN_QC_Cape.Whittle.713740_CWEC2020.zip,225,166,16,15,5617
Chamouchouane,49.28,-73.36,https://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/CAN_Canada/QC_Quebec/CAN_QC_Chamouchouane.715230_CWEC2020.zip,729,162,29,24,6198
Chapais,49.82,-74.98,https://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/CAN_Canada/QC_Quebec/CAN_QC_Chapais.718240_CWEC2020.zip,704,165,27,19,6407
Charlevoix Mrc,47.28,-70.64,https://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/CAN_Canada/QC_Quebec/CAN_QC_Charlevoix.Mrc.713190_CWEC2020.zip,551,196,24,20,6159
Chevery,50.47,-59.64,https://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/CAN_Canada/QC_Quebec/CAN_QC_Chevery.718140_CWEC2020.zip,355,158,21,18,5896
Chute Des Passes,49.84,-71.17,https://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/CAN_Canada/QC_Quebec/CAN_QC_Chute.Des.Passes.715220_CWEC2020.zip,683,167,26,19,6119
Deschambault,46.69,-71.97,https://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/CAN_Canada/QC_Quebec/CAN_QC_Deschambault.713890_CWEC2020.zip,1022,190,28,23,4979
Foret Montmorency RCS,47.32,-71.15,https://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/CAN_Canada/QC_Quebec/CAN_QC_Foret.Montmorency.RCS.712120_CWEC2020.zip,553,151,23,19,6110
Frelighsburg,45.03,-72.85,https://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/CAN_Canada/QC_Quebec/CAN_QC_Frelighsburg.713730_CWEC2020.zip,1258,186,30,26,4287
Gaspe AP,48.78,-64.48,https://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/CAN_Canada/QC_Quebec/CAN_QC_Gaspe.AP.711880_CWEC2020.zip,803,184,27,21,5118
Havre St Pierre,50.28,-63.61,https://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/CAN_Canada/QC_Quebec/CAN_QC_Havre.St.Pierre.715840_CWEC2020.zip,477,184,22,18,5727
High Falls,45.84,-75.65,https://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/CAN_Canada/QC_Quebec/CAN_QC_High.Falls.713910_CWEC2020.zip,1118,195,28,22,4704
Ile Aux Perroquets,50.22,-64.21,https://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/CAN_Canada/QC_Quebec/CAN_QC_Ile.Aux.Perroquets.713750_CWEC2020.zip,207,196,18,16,5784
Ile Rouge,48.07,-69.56,https://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/CAN_Canada/QC_Quebec/CAN_QC_Ile.Rouge.714260_CWEC2020.zip,289,190,18,16,5424
Iles De La Madeleine,47.43,-61.77,https://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/CAN_Canada/QC_Quebec/CAN_QC_Iles.De.La.Madeleine.717100_CWEC2020.zip,779,196,23,20,4538
Inukjuak AP,58.47,-78.08,https://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/CAN_Canada/QC_Quebec/CAN_QC_Inukjuak.AP.719070_CWEC2020.zip,150,139,20,13,8305
Jonquiere,48.43,-71.14,https://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/CAN_Canada/QC_Quebec/CAN_QC_Jonquiere.716170_CWEC2020.zip,909,171,29,25,5430
Kuujjuaq AP,58.09,-68.42,https://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/CAN_Canada/QC_Quebec/CAN_QC_Kuujjuaq.AP.719060_CWEC2020.zip,271,139,22,16,7945
Kuujjuarapik AP,55.28,-77.77,https://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/CAN_Canada/QC_Quebec/CAN_QC_Kuujjuarapik.AP.CAN001_CWEC2020.zip,281,142,24,16,7512
Lacadie,45.29,-73.35,https://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/CAN_Canada/QC_Quebec/CAN_QC_Lacadie.713720_CWEC2020.zip,1297,200,29,24,4338
Lassomption,45.81,-73.43,https://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/CAN_Canada/QC_Quebec/CAN_QC_Lassomption.715240_CWEC2020.zip,1267,210,28,22,4501
Letape,47.56,-71.23,https://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/CAN_Canada/QC_Quebec/CAN_QC_Letape.713820_CWEC2020.zip,479,159,23,18,6332
La Baie,48.3,-70.92,https://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/CAN_Canada/QC_Quebec/CAN_QC_La.Baie.713880_CWEC2020.zip,850,162,26,22,5639
La Pocatiere,47.36,-70.03,https://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/CAN_Canada/QC_Quebec/CAN_QC_La.Pocatiere.717130_CWEC2020.zip,941,197,30,25,4866
La Tuque,47.41,-72.79,https://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/CAN_Canada/QC_Quebec/CAN_QC_La.Tuque.713780_CWEC2020.zip,946,176,28,21,5317
Lac Benoit,51.53,-71.11,https://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/CAN_Canada/QC_Quebec/CAN_QC_Lac.Benoit.715200_CWEC2020.zip,503,154,25,18,7040
Lac Eon,51.87,-63.28,https://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/CAN_Canada/QC_Quebec/CAN_QC_Lac.Eon.714210_CWEC2020.zip,406,140,25,20,7074
Lac Memphremagog,45.27,-72.17,https://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/CAN_Canada/QC_Quebec/CAN_QC_Lac.Memphremagog.710359_CWEC2020.zip,1181,176,28,24,4519
Lac Saint Pierre,46.18,-72.92,https://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/CAN_Canada/QC_Quebec/CAN_QC_Lac.Saint.Pierre.711980_CWEC2020.zip,1252,192,27,23,4367
Laterriere,48.31,-71.13,https://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/CAN_Canada/QC_Quebec/CAN_QC_Laterriere.710400_CWEC2020.zip,920,157,28,21,5583
Lemieux,46.3,-72.06,https://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/CAN_Canada/QC_Quebec/CAN_QC_Lemieux.716160_CWEC2020.zip,1129,192,28,23,4820
Lennoxville,45.37,-71.82,https://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/CAN_Canada/QC_Quebec/CAN_QC_Lennoxville.716110_CWEC2020.zip,1149,175,30,25,4534
Longue Pointe De Mingan,50.27,-64.23,https://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/CAN_Canada/QC_Quebec/CAN_QC_Longue.Pointe.De.Mingan.715120_CWEC2020.zip,414,193,21,17,5861
Lourdes De Blanc Sablon AP,51.44,-57.19,https://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/CAN_Canada/QC_Quebec/CAN_QC_Lourdes.De.Blanc.Sablon.AP.718080_CWEC2020.zip,286,146,18,15,5902
Maniwaki Airport,46.27,-75.99,https://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/CAN_Canada/QC_Quebec/CAN_QC_Maniwaki.Airport.717210_CWEC2020.zip,1091,196,30,22,5022
Manouane Est,50.66,-70.53,https://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/CAN_Canada/QC_Quebec/CAN_QC_Manouane.Est.715210_CWEC2020.zip,530,163,26,21,6727
Matagami AP,49.76,-77.8,https://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/CAN_Canada/QC_Quebec/CAN_QC_Matagami.AP.719470_CWEC2020.zip,799,167,26,20,6160
Mctavish,45.5,-73.58,https://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/CAN_Canada/QC_Quebec/CAN_QC_Mctavish.716120_CWEC2020.zip,1426,198,29,22,4018
Mont Joli AP,48.61,-68.21,https://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/CAN_Canada/QC_Quebec/CAN_QC_Mont.Joli.AP.717180_CWEC2020.zip,789,190,26,21,5109
Montreal Est,45.63,-73.55,https://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/CAN_Canada/QC_Quebec/CAN_QC_Montreal.Est.713721_CWEC2020.zip,1392,203,29,23,4223
Montreal Intl AP,45.47,-73.74,https://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/CAN_Canada/QC_Quebec/CAN_QC_Montreal.Intl.AP.716270_CWEC2020.zip,1448,205,31,24,4131
Montreal Mirabel Intl AP,45.68,-74.03,https://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/CAN_Canada/QC_Quebec/CAN_QC_Montreal.Mirabel.Intl.AP.CAN002_CWEC2020.zip,1292,202,28,21,4565
Montreal St Hubert,45.52,-73.42,https://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/CAN_Canada/QC_Quebec/CAN_QC_Montreal.St.Hubert.713710_CWEC2020.zip,1377,196,28,23,4194
Natashquan AP,50.19,-61.81,https://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/CAN_Canada/QC_Quebec/CAN_QC_Natashquan.AP.718130_CWEC2020.zip,490,182,21,18,5645
New Carlisle,48.01,-65.33,https://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/CAN_Canada/QC_Quebec/CAN_QC_New.Carlisle.716190_CWEC2020.zip,761,196,26,21,4982
Nicolet,46.23,-72.66,https://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/CAN_Canada/QC_Quebec/CAN_QC_Nicolet.717230_CWEC2020.zip,1199,192,28,23,4580
Normandin,48.84,-72.55,https://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/CAN_Canada/QC_Quebec/CAN_QC_Normandin.713790_CWEC2020.zip,794,178,30,24,5872
Parent,47.92,-74.64,https://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/CAN_Canada/QC_Quebec/CAN_QC_Parent.717260_CWEC2020.zip,805,162,29,24,5956
Pointe Au Pere Inrs,48.51,-68.47,https://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/CAN_Canada/QC_Quebec/CAN_QC_Pointe.Au.Pere.Inrs.715540_CWEC2020.zip,508,193,22,20,5232
Pointe Claveau,48.26,-70.11,https://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/CAN_Canada/QC_Quebec/CAN_QC_Pointe.Claveau.711890_CWEC2020.zip,779,168,24,20,5240
Pointe De Lislet,48.14,-69.72,https://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/CAN_Canada/QC_Quebec/CAN_QC_Pointe.De.Lislet.711900_CWEC2020.zip,564,175,24,19,5003
Pointe Des Monts,49.32,-67.38,https://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/CAN_Canada/QC_Quebec/CAN_QC_Pointe.Des.Monts.714270_CWEC2020.zip,352,197,19,17,5508
Pointe Noire CS,50.16,-66.43,https://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/CAN_Canada/QC_Quebec/CAN_QC_Pointe.Noire.CS.713900_CWEC2020.zip,568,177,22,21,5377
Port Menier,49.84,-64.29,https://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/CAN_Canada/QC_Quebec/CAN_QC_Port.Menier.718100_CWEC2020.zip,553,212,23,19,5382
Quebec Intl AP,46.8,-71.38,https://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/CAN_Canada/QC_Quebec/CAN_QC_Quebec.Intl.AP.717140_CWEC2020.zip,1045,191,27,22,4823
Riviere Du Loup,47.81,-69.55,https://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/CAN_Canada/QC_Quebec/CAN_QC_Riviere.Du.Loup.717150_CWEC2020.zip,804,187,25,21,5191
Roberval AP,48.52,-72.27,https://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/CAN_Canada/QC_Quebec/CAN_QC_Roberval.AP.717280_CWEC2020.zip,886,172,30,24,5579
Rouyn Noranda AP,48.21,-78.84,https://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/CAN_Canada/QC_Quebec/CAN_QC_Rouyn.Noranda.AP.717255_CWEC2020.zip,848,181,28,22,5815
Rouyn,48.25,-79.03,https://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/CAN_Canada/QC_Quebec/CAN_QC_Rouyn.717340_CWEC2020.zip,900,182,29,22,5737
Schefferville AP,54.81,-66.81,https://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/CAN_Canada/QC_Quebec/CAN_QC_Schefferville.AP.719210_CWEC2020.zip,326,134,22,16,7811
Sept Iles AP,50.22,-66.27,https://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/CAN_Canada/QC_Quebec/CAN_QC_Sept.Iles.AP.718110_CWEC2020.zip,511,191,22,18,5867
Shawinigan,46.56,-72.73,https://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/CAN_Canada/QC_Quebec/CAN_QC_Shawinigan.713700_CWEC2020.zip,1070,191,27,22,4841
St Anicet,45.12,-74.29,https://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/CAN_Canada/QC_Quebec/CAN_QC_St.Anicet.717120_CWEC2020.zip,1373,202,30,23,4285
St Jovite,46.08,-74.56,https://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/CAN_Canada/QC_Quebec/CAN_QC_St.Jovite.713760_CWEC2020.zip,966,183,28,22,5147
Ste Anne De Bellevue,45.43,-73.93,https://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/CAN_Canada/QC_Quebec/CAN_QC_Ste.Anne.De.Bellevue.713770_CWEC2020.zip,1328,201,29,24,4322
Ste Clothilde,45.17,-73.68,https://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/CAN_Canada/QC_Quebec/CAN_QC_Ste.Clothilde.716140_CWEC2020.zip,1299,190,29,22,4324
Ste Foy U Laval,46.78,-71.29,https://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/CAN_Canada/QC_Quebec/CAN_QC_Ste.Foy.U.Laval.713920_CWEC2020.zip,1131,206,28,22,4712
Val Dor,48.06,-77.79,https://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/CAN_Canada/QC_Quebec/CAN_QC_Val.Dor.717250_CWEC2020.zip,893,170,28,21,5824
Varennes,45.72,-73.38,https://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/CAN_Canada/QC_Quebec/CAN_QC_Varennes.711840_CWEC2020.zip,1289,202,29,24,4449
Assiniboia Airport,49.73,-105.95,https://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/CAN_Canada/SK_Saskatchewan/CAN_SK_Assiniboia.Airport.714870_CWEC2020.zip,1047,241,31,22,5122
Broadview,50.37,-102.57,https://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/CAN_Canada/SK_Saskatchewan/CAN_SK_Broadview.718610_CWEC2020.zip,933,218,27,20,5689
Buffalo Narrows AUT,55.84,-108.42,https://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/CAN_Canada/SK_Saskatchewan/CAN_SK_Buffalo.Narrows.AUT.710770_CWEC2020.zip,737,192,26,18,6189
Collins Bay Sk,58.23,-103.68,https://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/CAN_Canada/SK_Saskatchewan/CAN_SK_Collins.Bay.Sk.710750_CWEC2020.zip,511,169,26,17,7443
Coronach Spc,49.05,-105.48,https://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/CAN_Canada/SK_Saskatchewan/CAN_SK_Coronach.Spc.715160_CWEC2020.zip,1032,234,32,22,5211
Cypress Hills Park,49.64,-109.51,https://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/CAN_Canada/SK_Saskatchewan/CAN_SK_Cypress.Hills.Park.711390_CWEC2020.zip,689,248,27,20,5246
Eastend Cypress AUT,49.44,-108.99,https://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/CAN_Canada/SK_Saskatchewan/CAN_SK_Eastend.Cypress.AUT.711310_CWEC2020.zip,865,254,30,17,5326
Elbow CS,51.13,-106.58,https://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/CAN_Canada/SK_Saskatchewan/CAN_SK_Elbow.CS.714500_CWEC2020.zip,950,230,30,19,5557
Estevan AP,49.21,-102.97,https://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/CAN_Canada/SK_Saskatchewan/CAN_SK_Estevan.AP.718620_CWEC2020.zip,1056,230,30,23,5442
Hudson Bay AUT,52.82,-102.32,https://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/CAN_Canada/SK_Saskatchewan/CAN_SK_Hudson.Bay.AUT.718680_CWEC2020.zip,818,204,28,19,6137
Indian Head CDA,50.55,-103.65,https://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/CAN_Canada/SK_Saskatchewan/CAN_SK_Indian.Head.CDA.715150_CWEC2020.zip,901,222,28,22,5668
Island Falls AUT,55.53,-102.35,https://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/CAN_Canada/SK_Saskatchewan/CAN_SK_Island.Falls.AUT.713310_CWEC2020.zip,721,182,26,18,6729
